probability	multiplicity	num_to_draw	deck_size
     0.026	(1, 1, 1, 4)	        11	        34
     0.038	(1, 1, 1, 4)	        12	        34
     0.042	(1, 1, 1, 4)	        13	        34
     0.048	(1, 1, 1, 4)	        14	        34
      0.09	(1, 1, 1, 4)	        15	        34
     0.084	(1, 1, 1, 4)	        16	        34
     0.114	(1, 1, 1, 4)	        17	        34
       0.0	(1, 1, 1, 4)	         4	        35
       0.0	(1, 1, 1, 4)	         5	        35
       0.0	(1, 1, 1, 4)	         6	        35
       0.0	(1, 1, 1, 4)	         7	        35
     0.006	(1, 1, 1, 4)	         8	        35
     0.012	(1, 1, 1, 4)	         9	        35
     0.014	(1, 1, 1, 4)	        10	        35
     0.016	(1, 1, 1, 4)	        11	        35
     0.024	(1, 1, 1, 4)	        12	        35
     0.028	(1, 1, 1, 4)	        13	        35
     0.058	(1, 1, 1, 4)	        14	        35
     0.062	(1, 1, 1, 4)	        15	        35
     0.066	(1, 1, 1, 4)	        16	        35
     0.078	(1, 1, 1, 4)	        17	        35
       0.0	(1, 1, 1, 4)	         4	        36
       0.0	(1, 1, 1, 4)	         5	        36
       0.0	(1, 1, 1, 4)	         6	        36
     0.004	(1, 1, 1, 4)	         7	        36
     0.008	(1, 1, 1, 4)	         8	        36
     0.012	(1, 1, 1, 4)	         9	        36
     0.014	(1, 1, 1, 4)	        10	        36
     0.024	(1, 1, 1, 4)	        11	        36
     0.024	(1, 1, 1, 4)	        12	        36
     0.032	(1, 1, 1, 4)	        13	        36
     0.066	(1, 1, 1, 4)	        14	        36
     0.054	(1, 1, 1, 4)	        15	        36
      0.07	(1, 1, 1, 4)	        16	        36
     0.074	(1, 1, 1, 4)	        17	        36
       0.0	(1, 1, 1, 4)	         4	        37
       0.0	(1, 1, 1, 4)	         5	        37
     0.002	(1, 1, 1, 4)	         6	        37
     0.002	(1, 1, 1, 4)	         7	        37
       0.0	(1, 1, 1, 4)	         8	        37
     0.008	(1, 1, 1, 4)	         9	        37
     0.008	(1, 1, 1, 4)	        10	        37
     0.008	(1, 1, 1, 4)	        11	        37
     0.014	(1, 1, 1, 4)	        12	        37
      0.02	(1, 1, 1, 4)	        13	        37
     0.026	(1, 1, 1, 4)	        14	        37
     0.056	(1, 1, 1, 4)	        15	        37
     0.076	(1, 1, 1, 4)	        16	        37
     0.084	(1, 1, 1, 4)	        17	        37
       0.0	(1, 1, 1, 4)	         4	        38
       0.0	(1, 1, 1, 4)	         5	        38
       0.0	(1, 1, 1, 4)	         6	        38
       0.0	(1, 1, 1, 4)	         7	        38
     0.002	(1, 1, 1, 4)	         8	        38
     0.002	(1, 1, 1, 4)	         9	        38
     0.004	(1, 1, 1, 4)	        10	        38
     0.014	(1, 1, 1, 4)	        11	        38
     0.014	(1, 1, 1, 4)	        12	        38
      0.02	(1, 1, 1, 4)	        13	        38
      0.03	(1, 1, 1, 4)	        14	        38
      0.05	(1, 1, 1, 4)	        15	        38
     0.054	(1, 1, 1, 4)	        16	        38
     0.074	(1, 1, 1, 4)	        17	        38
       0.0	(1, 1, 1, 4)	         4	        39
       0.0	(1, 1, 1, 4)	         5	        39
       0.0	(1, 1, 1, 4)	         6	        39
     0.002	(1, 1, 1, 4)	         7	        39
     0.004	(1, 1, 1, 4)	         8	        39
     0.004	(1, 1, 1, 4)	         9	        39
     0.002	(1, 1, 1, 4)	        10	        39
     0.002	(1, 1, 1, 4)	        11	        39
      0.02	(1, 1, 1, 4)	        12	        39
     0.034	(1, 1, 1, 4)	        13	        39
     0.024	(1, 1, 1, 4)	        14	        39
     0.042	(1, 1, 1, 4)	        15	        39
     0.042	(1, 1, 1, 4)	        16	        39
     0.074	(1, 1, 1, 4)	        17	        39
       0.0	(1, 1, 1, 4)	         4	        40
       0.0	(1, 1, 1, 4)	         5	        40
       0.0	(1, 1, 1, 4)	         6	        40
       0.0	(1, 1, 1, 4)	         7	        40
     0.004	(1, 1, 1, 4)	         8	        40
     0.004	(1, 1, 1, 4)	         9	        40
     0.002	(1, 1, 1, 4)	        10	        40
      0.01	(1, 1, 1, 4)	        11	        40
     0.018	(1, 1, 1, 4)	        12	        40
     0.012	(1, 1, 1, 4)	        13	        40
     0.026	(1, 1, 1, 4)	        14	        40
      0.05	(1, 1, 1, 4)	        15	        40
      0.05	(1, 1, 1, 4)	        16	        40
      0.06	(1, 1, 1, 4)	        17	        40
       0.0	(1, 1, 1, 4)	         4	        41
       0.0	(1, 1, 1, 4)	         5	        41
       0.0	(1, 1, 1, 4)	         6	        41
       0.0	(1, 1, 1, 4)	         7	        41
     0.002	(1, 1, 1, 4)	         8	        41
     0.006	(1, 1, 1, 4)	         9	        41
     0.006	(1, 1, 1, 4)	        10	        41
     0.012	(1, 1, 1, 4)	        11	        41
     0.008	(1, 1, 1, 4)	        12	        41
     0.024	(1, 1, 1, 4)	        13	        41
     0.022	(1, 1, 1, 4)	        14	        41
     0.026	(1, 1, 1, 4)	        15	        41
     0.042	(1, 1, 1, 4)	        16	        41
     0.046	(1, 1, 1, 4)	        17	        41
       0.0	(1, 1, 1, 4)	         4	        42
       0.0	(1, 1, 1, 4)	         5	        42
       0.0	(1, 1, 1, 4)	         6	        42
     0.002	(1, 1, 1, 4)	         7	        42
     0.002	(1, 1, 1, 4)	         8	        42
     0.002	(1, 1, 1, 4)	         9	        42
     0.004	(1, 1, 1, 4)	        10	        42
     0.014	(1, 1, 1, 4)	        11	        42
      0.02	(1, 1, 1, 4)	        12	        42
     0.026	(1, 1, 1, 4)	        13	        42
     0.018	(1, 1, 1, 4)	        14	        42
     0.046	(1, 1, 1, 4)	        15	        42
     0.044	(1, 1, 1, 4)	        16	        42
     0.052	(1, 1, 1, 4)	        17	        42
       0.0	(1, 1, 1, 4)	         4	        43
       0.0	(1, 1, 1, 4)	         5	        43
       0.0	(1, 1, 1, 4)	         6	        43
     0.004	(1, 1, 1, 4)	         7	        43
       0.0	(1, 1, 1, 4)	         8	        43
       0.0	(1, 1, 1, 4)	         9	        43
     0.006	(1, 1, 1, 4)	        10	        43
     0.008	(1, 1, 1, 4)	        11	        43
     0.016	(1, 1, 1, 4)	        12	        43
     0.018	(1, 1, 1, 4)	        13	        43
     0.008	(1, 1, 1, 4)	        14	        43
     0.022	(1, 1, 1, 4)	        15	        43
     0.026	(1, 1, 1, 4)	        16	        43
     0.054	(1, 1, 1, 4)	        17	        43
       0.0	(1, 1, 1, 4)	         4	        44
       0.0	(1, 1, 1, 4)	         5	        44
       0.0	(1, 1, 1, 4)	         6	        44
       0.0	(1, 1, 1, 4)	         7	        44
     0.004	(1, 1, 1, 4)	         8	        44
     0.004	(1, 1, 1, 4)	         9	        44
      0.01	(1, 1, 1, 4)	        10	        44
     0.024	(1, 1, 1, 4)	        11	        44
     0.014	(1, 1, 1, 4)	        12	        44
     0.006	(1, 1, 1, 4)	        13	        44
     0.012	(1, 1, 1, 4)	        14	        44
     0.014	(1, 1, 1, 4)	        15	        44
      0.03	(1, 1, 1, 4)	        16	        44
      0.05	(1, 1, 1, 4)	        17	        44
       0.0	(1, 1, 1, 4)	         4	        45
       0.0	(1, 1, 1, 4)	         5	        45
       0.0	(1, 1, 1, 4)	         6	        45
     0.002	(1, 1, 1, 4)	         7	        45
     0.004	(1, 1, 1, 4)	         8	        45
     0.004	(1, 1, 1, 4)	         9	        45
      0.01	(1, 1, 1, 4)	        10	        45
     0.004	(1, 1, 1, 4)	        11	        45
     0.006	(1, 1, 1, 4)	        12	        45
     0.012	(1, 1, 1, 4)	        13	        45
      0.02	(1, 1, 1, 4)	        14	        45
     0.022	(1, 1, 1, 4)	        15	        45
      0.04	(1, 1, 1, 4)	        16	        45
     0.046	(1, 1, 1, 4)	        17	        45
       0.0	(1, 1, 1, 4)	         4	        46
       0.0	(1, 1, 1, 4)	         5	        46
       0.0	(1, 1, 1, 4)	         6	        46
     0.002	(1, 1, 1, 4)	         7	        46
       0.0	(1, 1, 1, 4)	         8	        46
     0.004	(1, 1, 1, 4)	         9	        46
      0.01	(1, 1, 1, 4)	        10	        46
     0.004	(1, 1, 1, 4)	        11	        46
     0.022	(1, 1, 1, 4)	        12	        46
      0.02	(1, 1, 1, 4)	        13	        46
     0.024	(1, 1, 1, 4)	        14	        46
     0.032	(1, 1, 1, 4)	        15	        46
     0.052	(1, 1, 1, 4)	        16	        46
     0.062	(1, 1, 1, 4)	        17	        46
       0.0	(1, 1, 1, 4)	         4	        47
       0.0	(1, 1, 1, 4)	         5	        47
       0.0	(1, 1, 1, 4)	         6	        47
       0.0	(1, 1, 1, 4)	         7	        47
       0.0	(1, 1, 1, 4)	         8	        47
     0.006	(1, 1, 1, 4)	         9	        47
     0.002	(1, 1, 1, 4)	        10	        47
     0.016	(1, 1, 1, 4)	        11	        47
     0.016	(1, 1, 1, 4)	        12	        47
      0.01	(1, 1, 1, 4)	        13	        47
      0.02	(1, 1, 1, 4)	        14	        47
      0.02	(1, 1, 1, 4)	        15	        47
     0.038	(1, 1, 1, 4)	        16	        47
     0.026	(1, 1, 1, 4)	        17	        47
       0.0	(1, 1, 1, 4)	         4	        48
     0.002	(1, 1, 1, 4)	         5	        48
       0.0	(1, 1, 1, 4)	         6	        48
       0.0	(1, 1, 1, 4)	         7	        48
     0.002	(1, 1, 1, 4)	         8	        48
     0.004	(1, 1, 1, 4)	         9	        48
     0.002	(1, 1, 1, 4)	        10	        48
     0.002	(1, 1, 1, 4)	        11	        48
     0.012	(1, 1, 1, 4)	        12	        48
     0.022	(1, 1, 1, 4)	        13	        48
     0.034	(1, 1, 1, 4)	        14	        48
     0.048	(1, 1, 1, 4)	        15	        48
     0.026	(1, 1, 1, 4)	        16	        48
     0.036	(1, 1, 1, 4)	        17	        48
       0.0	(1, 1, 1, 4)	         4	        49
       0.0	(1, 1, 1, 4)	         5	        49
       0.0	(1, 1, 1, 4)	         6	        49
       0.0	(1, 1, 1, 4)	         7	        49
       0.0	(1, 1, 1, 4)	         8	        49
     0.004	(1, 1, 1, 4)	         9	        49
     0.002	(1, 1, 1, 4)	        10	        49
      0.01	(1, 1, 1, 4)	        11	        49
     0.018	(1, 1, 1, 4)	        12	        49
      0.02	(1, 1, 1, 4)	        13	        49
     0.016	(1, 1, 1, 4)	        14	        49
      0.02	(1, 1, 1, 4)	        15	        49
     0.032	(1, 1, 1, 4)	        16	        49
     0.058	(1, 1, 1, 4)	        17	        49
       0.0	(1, 1, 1, 4)	         4	        50
       0.0	(1, 1, 1, 4)	         5	        50
     0.002	(1, 1, 1, 4)	         6	        50
       0.0	(1, 1, 1, 4)	         7	        50
     0.002	(1, 1, 1, 4)	         8	        50
       0.0	(1, 1, 1, 4)	         9	        50
     0.006	(1, 1, 1, 4)	        10	        50
      0.01	(1, 1, 1, 4)	        11	        50
     0.008	(1, 1, 1, 4)	        12	        50
      0.02	(1, 1, 1, 4)	        13	        50
     0.012	(1, 1, 1, 4)	        14	        50
     0.018	(1, 1, 1, 4)	        15	        50
     0.038	(1, 1, 1, 4)	        16	        50
      0.04	(1, 1, 1, 4)	        17	        50
       0.0	(1, 1, 1, 4)	         4	        51
       0.0	(1, 1, 1, 4)	         5	        51
       0.0	(1, 1, 1, 4)	         6	        51
     0.002	(1, 1, 1, 4)	         7	        51
     0.006	(1, 1, 1, 4)	         8	        51
     0.002	(1, 1, 1, 4)	         9	        51
     0.002	(1, 1, 1, 4)	        10	        51
     0.006	(1, 1, 1, 4)	        11	        51
     0.008	(1, 1, 1, 4)	        12	        51
     0.024	(1, 1, 1, 4)	        13	        51
     0.022	(1, 1, 1, 4)	        14	        51
      0.03	(1, 1, 1, 4)	        15	        51
     0.034	(1, 1, 1, 4)	        16	        51
      0.06	(1, 1, 1, 4)	        17	        51
       0.0	(1, 1, 1, 4)	         4	        52
       0.0	(1, 1, 1, 4)	         5	        52
       0.0	(1, 1, 1, 4)	         6	        52
     0.002	(1, 1, 1, 4)	         7	        52
       0.0	(1, 1, 1, 4)	         8	        52
     0.002	(1, 1, 1, 4)	         9	        52
      0.01	(1, 1, 1, 4)	        10	        52
     0.016	(1, 1, 1, 4)	        11	        52
     0.008	(1, 1, 1, 4)	        12	        52
     0.014	(1, 1, 1, 4)	        13	        52
     0.016	(1, 1, 1, 4)	        14	        52
      0.04	(1, 1, 1, 4)	        15	        52
     0.032	(1, 1, 1, 4)	        16	        52
      0.05	(1, 1, 1, 4)	        17	        52
     0.054	(3, 4, 4, 4)	         4	        18
       0.2	(3, 4, 4, 4)	         5	        18
     0.344	(3, 4, 4, 4)	         6	        18
     0.494	(3, 4, 4, 4)	         7	        18
      0.64	(3, 4, 4, 4)	         8	        18
     0.786	(3, 4, 4, 4)	         9	        18
     0.892	(3, 4, 4, 4)	        10	        18
     0.906	(3, 4, 4, 4)	        11	        18
     0.952	(3, 4, 4, 4)	        12	        18
      0.98	(3, 4, 4, 4)	        13	        18
      0.99	(3, 4, 4, 4)	        14	        18
     0.996	(3, 4, 4, 4)	        15	        18
       1.0	(3, 4, 4, 4)	        16	        18
       1.0	(3, 4, 4, 4)	        17	        18
      0.04	(3, 4, 4, 4)	         4	        19
      0.16	(3, 4, 4, 4)	         5	        19
      0.31	(3, 4, 4, 4)	         6	        19
     0.448	(3, 4, 4, 4)	         7	        19
      0.58	(3, 4, 4, 4)	         8	        19
     0.728	(3, 4, 4, 4)	         9	        19
      0.83	(3, 4, 4, 4)	        10	        19
     0.882	(3, 4, 4, 4)	        11	        19
      0.93	(3, 4, 4, 4)	        12	        19
     0.976	(3, 4, 4, 4)	        13	        19
     0.994	(3, 4, 4, 4)	        14	        19
     0.986	(3, 4, 4, 4)	        15	        19
       1.0	(3, 4, 4, 4)	        16	        19
       1.0	(3, 4, 4, 4)	        17	        19
     0.036	(3, 4, 4, 4)	         4	        20
     0.106	(3, 4, 4, 4)	         5	        20
      0.25	(3, 4, 4, 4)	         6	        20
       0.4	(3, 4, 4, 4)	         7	        20
     0.596	(3, 4, 4, 4)	         8	        20
     0.642	(3, 4, 4, 4)	         9	        20
     0.756	(3, 4, 4, 4)	        10	        20
     0.864	(3, 4, 4, 4)	        11	        20
     0.916	(3, 4, 4, 4)	        12	        20
     0.954	(3, 4, 4, 4)	        13	        20
     0.976	(3, 4, 4, 4)	        14	        20
     0.986	(3, 4, 4, 4)	        15	        20
      0.99	(3, 4, 4, 4)	        16	        20
       1.0	(3, 4, 4, 4)	        17	        20
     0.028	(3, 4, 4, 4)	         4	        21
     0.096	(3, 4, 4, 4)	         5	        21
     0.224	(3, 4, 4, 4)	         6	        21
     0.374	(3, 4, 4, 4)	         7	        21
     0.536	(3, 4, 4, 4)	         8	        21
     0.602	(3, 4, 4, 4)	         9	        21
      0.68	(3, 4, 4, 4)	        10	        21
     0.808	(3, 4, 4, 4)	        11	        21
     0.868	(3, 4, 4, 4)	        12	        21
     0.928	(3, 4, 4, 4)	        13	        21
     0.968	(3, 4, 4, 4)	        14	        21
     0.978	(3, 4, 4, 4)	        15	        21
      0.99	(3, 4, 4, 4)	        16	        21
     0.998	(3, 4, 4, 4)	        17	        21
     0.034	(3, 4, 4, 4)	         4	        22
     0.088	(3, 4, 4, 4)	         5	        22
     0.192	(3, 4, 4, 4)	         6	        22
     0.256	(3, 4, 4, 4)	         7	        22
      0.47	(3, 4, 4, 4)	         8	        22
     0.576	(3, 4, 4, 4)	         9	        22
     0.698	(3, 4, 4, 4)	        10	        22
     0.734	(3, 4, 4, 4)	        11	        22
     0.834	(3, 4, 4, 4)	        12	        22
     0.894	(3, 4, 4, 4)	        13	        22
     0.944	(3, 4, 4, 4)	        14	        22
     0.974	(3, 4, 4, 4)	        15	        22
     0.974	(3, 4, 4, 4)	        16	        22
      0.99	(3, 4, 4, 4)	        17	        22
     0.028	(3, 4, 4, 4)	         4	        23
     0.072	(3, 4, 4, 4)	         5	        23
     0.158	(3, 4, 4, 4)	         6	        23
     0.304	(3, 4, 4, 4)	         7	        23
     0.404	(3, 4, 4, 4)	         8	        23
     0.514	(3, 4, 4, 4)	         9	        23
       0.6	(3, 4, 4, 4)	        10	        23
      0.73	(3, 4, 4, 4)	        11	        23
     0.816	(3, 4, 4, 4)	        12	        23
     0.864	(3, 4, 4, 4)	        13	        23
     0.908	(3, 4, 4, 4)	        14	        23
     0.948	(3, 4, 4, 4)	        15	        23
     0.976	(3, 4, 4, 4)	        16	        23
     0.986	(3, 4, 4, 4)	        17	        23
      0.01	(3, 4, 4, 4)	         4	        24
     0.064	(3, 4, 4, 4)	         5	        24
     0.146	(3, 4, 4, 4)	         6	        24
     0.258	(3, 4, 4, 4)	         7	        24
     0.336	(3, 4, 4, 4)	         8	        24
     0.462	(3, 4, 4, 4)	         9	        24
     0.624	(3, 4, 4, 4)	        10	        24
     0.664	(3, 4, 4, 4)	        11	        24
     0.774	(3, 4, 4, 4)	        12	        24
     0.832	(3, 4, 4, 4)	        13	        24
     0.888	(3, 4, 4, 4)	        14	        24
     0.906	(3, 4, 4, 4)	        15	        24
     0.966	(3, 4, 4, 4)	        16	        24
     0.976	(3, 4, 4, 4)	        17	        24
     0.006	(3, 4, 4, 4)	         4	        25
      0.08	(3, 4, 4, 4)	         5	        25
     0.132	(3, 4, 4, 4)	         6	        25
     0.184	(3, 4, 4, 4)	         7	        25
     0.336	(3, 4, 4, 4)	         8	        25
     0.416	(3, 4, 4, 4)	         9	        25
     0.536	(3, 4, 4, 4)	        10	        25
     0.626	(3, 4, 4, 4)	        11	        25
     0.766	(3, 4, 4, 4)	        12	        25
     0.788	(3, 4, 4, 4)	        13	        25
     0.832	(3, 4, 4, 4)	        14	        25
      0.91	(3, 4, 4, 4)	        15	        25
     0.932	(3, 4, 4, 4)	        16	        25
      0.97	(3, 4, 4, 4)	        17	        25
     0.012	(3, 4, 4, 4)	         4	        26
      0.05	(3, 4, 4, 4)	         5	        26
     0.082	(3, 4, 4, 4)	         6	        26
     0.196	(3, 4, 4, 4)	         7	        26
      0.27	(3, 4, 4, 4)	         8	        26
      0.37	(3, 4, 4, 4)	         9	        26
     0.522	(3, 4, 4, 4)	        10	        26
     0.572	(3, 4, 4, 4)	        11	        26
     0.672	(3, 4, 4, 4)	        12	        26
     0.724	(3, 4, 4, 4)	        13	        26
     0.844	(3, 4, 4, 4)	        14	        26
     0.856	(3, 4, 4, 4)	        15	        26
     0.918	(3, 4, 4, 4)	        16	        26
     0.944	(3, 4, 4, 4)	        17	        26
     0.012	(3, 4, 4, 4)	         4	        27
      0.03	(3, 4, 4, 4)	         5	        27
     0.076	(3, 4, 4, 4)	         6	        27
     0.162	(3, 4, 4, 4)	         7	        27
      0.28	(3, 4, 4, 4)	         8	        27
     0.404	(3, 4, 4, 4)	         9	        27
     0.448	(3, 4, 4, 4)	        10	        27
     0.572	(3, 4, 4, 4)	        11	        27
     0.666	(3, 4, 4, 4)	        12	        27
     0.766	(3, 4, 4, 4)	        13	        27
     0.788	(3, 4, 4, 4)	        14	        27
     0.842	(3, 4, 4, 4)	        15	        27
